CAS	AA	103	None	An introduction to the political, cultural, and historical roots of the African American experience through  readings of a range of African American literature from Colonial to Contemporary. Carries humanities  divisional credit in CAS. Also offered as CAS EN 129.
CAS	AA	207	None	Social definition of race and ethnicity. The adjustment of different ethnic groups and their impact upon  U.S. social life. How prejudice and discrimination create class identities and how caste relations have  affected patterns of integration during the nineteenth and twentieth centuries. Carries social science  divisional credit in CAS.  Also offered as CAS SO 207.
CAS	AA	215	None	Exploration of a diversity of visual and performing arts from Africa, including ceramics, textiles, royal    regalia, masquerades, and contemporary painting. Examines how the dispersal of Africans, due to the    transatlantic slave trade and immigration, contributed to the cultural richness of the Americas. Also offered   as CAS AH 215. Carries humanities divisional credit in CAS.
CAS	AA	304	None	Examines the African American female literary tradition through selected texts by African American     women, written from slavery to the present. Topic for Fall 2015: Toni Morrison's American Times.    Examines four of the Nobel Laureate's novels, using primary and secondary materials to construct    historical contexts and critical perspectives. Also offered as CAS EN 370.
CAS	AA	305	None	Examines four of the Nobel Laureate's novels, using primary and secondary materials to construct historical contexts and critical perspectives. Also offered as CAS EN 370.
CAS	AA	306	Undergraduate Prerequisites:  consent of instructor; prior academic study of Cuba, Latin America, or the Caribbean recommended.	Expeditionary course, team taught by BU and local faculty in Havana, Cuba. Firsthand study of the island's  history, culture, and politics, toward understanding of the local, international, and transnational processes  that shaped and continue to shape this unique society. Also offered as CAS HI 395 E and CAS IR 246 E.
CAS	AA	316	None	Study of the transmission of African artistry in the Caribbean, South America, and the  United States from the period of slavery to the present. Topics include Kongo and Yoruba  arts and their influence on the arts of Santería, Vodun, and carnival. Also offered as CAS AH 316.
CAS	AA	355	Undergraduate Prerequisites: CAS SO 203 or CAS SO 207;  or consent of instructor.	Explores social, cultural, and political debates surrounding scientific authority. Focuses on how racial differences come to be understood as "natural" and how scientific practice and social orders impact one another. Also considers how gender, class, and nationality have shaped scientific understandings of racialized bodies and populations. Also offered as CAS SO 355.
CAS	AA	363	Undergraduate Prerequisites: CAS EC 101; or consent of intructor.	Surveys the economic history of African Americans within the context of the development of the American and global economies. Topics include the economics of slavery; race and industrialization; the Great Migration; anti-discrimination legislation; and the historical origins of contemporary racial inequalities. Also offered as CAS EC 363.
CAS	AA	371	Undergraduate Prerequisites: sophomore standing.	The history of African Americans from African origins to the present; societies in West and West Central  Africa, slavery and freedom in colonial America, Civil War and Reconstruction, freedom and struggles in a  globalizing America-Reconstruction, civil rights and beyond. Also offered as CAS HI 298.
CAS	AA	382	None	The study of the development of religious traditions in Africa during the period prior to European  colonialism. An emphasis on both indigenous religions and the growth and spread of Judaism, Christianity, and Islam in the continent as a whole. Also offered as CAS HI 349 and CAS RN 382.
CAS	AA	385	None	Examines the various interactions that shaped the Atlantic World, connecting Europe, Africa, and the Americas between 1400 and 1800. Begins by defining the political interaction, then emphasizes cultural exchange, religious conversion, and the revolutionary era. Also offered as CAS HI 350.
CAS	AA	388	None	Black radical thought in America, Europe, and Africa since the eighteenth century through writings of abolitionists, leaders of revolutions and liberation movements, Black nationalists, and Black socialists. Emphasizes the global nature of the "Black World" and its role in world history. Also offered as CAS HI 361.
CAS	AA	395	None	Haitian Revolution; British Caribbean, leadership, governance, and power in Africa during the period of legitimate trade; visionaries, dictators, and nationalist politics in the Caribbean; chiefs, western elites, and nationalism in colonial Africa; road to governance in post-colonial Caribbean and Africa. Also offered as CAS HI 352 and IR 394.
CAS	AA	408	Undergraduate Prerequisites: CAS AA 207 or CAS SO 207; or consent of instructor.	Formation and position of ethnic minorities in the United States, including cross-group comparisons from England, Africa, and other parts of the world.  Readings and field experience. Also offered as CAS SO 408.
CAS	AA	489	Undergraduate Prerequisites: consent of instructor.	Topic for Spring 2015: African American History in Comparative Perspective. African American history in an  international framework. Examines development of racial categories during and after the transatlantic  trade, Black participation in the wars of independence in the Americas, diverse Black communities in the  twentieth century. Also offered as CAS HI 489.
CAS	AA	491	Undergraduate Prerequisites: consent of director.	None
CAS	AA	492	Undergraduate Prerequisites: consent of director.	None
CAS	AA	501	None	Topic for Fall 2013: Literature of the Early Black Atlantic. Considers the first century of literature written in  English by authors of African descent, including Phillis Wheatley, Olaudah Equiano, Mary Prince, and  Frederick Douglass. How did these writers represent the early modern world? How did they work to change  it? Also offered as CAS EN 579 A1.
CAS	AA	502	None	Topic for Spring 2016: Tracking Changes in the Twentieth-Century African American Novel: Negotiations   of Genre and Gender. Readings of Slave Narratives and Neo Slave Narratives, and the Urban Novel. Authors  include Toni Morrison, Octavia Butler, Richard Wright, Ralph Ellison, and Walter Mosley. Also offered as   CAS EN 588.
CAS	AA	504	None	Cross-cultural comparison of selected African American and Asian American women writers examines  strategies by the "Other" to navigate cultural constructions of race, class, and gender. Attention to literary  histories. Also offered as CAS EN 584.
CAS	AA	507	None	This study of the Harlem Renaissance (1919-1935) focuses on literature with overviews of the stage, the  music, and the visual arts. Authors include Du Bois, Locke, Garvey, Schuyler, Hurston, McKay, Larsen,  Fisher, Hughes, Cullen. Also offered as CAS EN 377.
CAS	AA	510	None	A study of African American and Afro-Caribbean dramatic literature. Focuses on the work of August  Wilson, Lorraine Hansberry, Aimé Césaire, and Derek Walcott in the context of Western drama. Also offered  as CAS EN 588 A1.
CAS	AA	514	Undergraduate Prerequisites: junior standing.	The role of slavery in shaping the society and culture of the Afro-Atlantic world, highlighting the role of  labor, the sexual economy of slave regimes, and the various strategies of resistance deployed by enslaved people. Also offered as CAS HI 584.
CAS	AA	538	None	Study of twentieth-century Caribbean poetry written in English(es), surveying anthologies and concentrating on major figured (Derek Walcott, Kamau Brathwaite, Goodison, Eric Roach). Emphases: the function of poets in small societies, and their choices concerning linguistic and aesthetic traditions. Also offered as CAS EN 586.
CAS	AA	569	Undergraduate Prerequisites: CAS EC 101 or CAS EC 111; and junior standing.	Introduction to current research in African American economic history. Topics include slavery and its aftermath, the long-term evolution of racial economic differences, segregation, voting rights, and anti-discrimination legislation. Also offered as CAS EC 569.
CAS	AA	571	Undergraduate Prerequisites: junior standing.	Studies African American art and craft production from the early nineteenth century to the present against the background of the diaspora, reconstruction, and the modernist movements of the late-nineteenth and twentieth centuries. Also offered as CAS AH 571.
CAS	AA	580	None	Study of racial thinking and feeling in Europe and the United States since the fifteenth   century. Racial thinking in the context of Western encounters with non-European people   and Jews; its relation to social, economic, cultural, and political trends. Also offered as   CAS HI 580.
CAS	AA	588	None	Understanding the role of women in African history. Topics include the Atlantic slave trade, power, religion, the economy, resistance movements, health, the state, and kinship. Emphasis on the period before independence. Also offered as CAS HI 588.
CAS	AA	590	Undergraduate Prerequisites: consent of instructor.	Explores relations between the West and the Third World from 1850, focusing on  national and cultural movements in the Third World, and places the African American  struggle for freedom in the United States in global and comparative perspective. Also  offered as CAS HI 590.
CAS	AH	111	None	An introduction to art history and the analysis of painting, sculpture, and architecture. Study of masterpieces from prehistoric to medieval times. Focus on monuments of Greece, Rome, and the Middle Ages, with a survey of Egyptian and Near Eastern art. Carries humanities divisional credit in CAS.
CAS	AH	112	None	Major monuments and artists. Sequential development, from the Renaissance to the modern period, of major styles in architecture, sculpture, painting, graphic arts, and photography. Relationship of visual art to social and cultural trends. Carries humanities divisional credit in CAS.
CAS	AH	201	None	Introduces a range of approaches to the analysis of architecture. Learn how scholars and architects have interpreted meaning in architecture through the rubrics of art, structure, language, nonverbal communication, experience, and culture.
CAS	AH	204	None	Explores interplay between religion and art through the study of historical, contemporary examples. Topic      changes each year. May be repeated for credit as topics change. Topic for Fall 2015: Visual Piety. An  exploration of the important role that vision plays in religious practices around the world. Theoretical  readings and case studies from various cultures will serve as the primary material for the course. Also  offered as CAS AH 204.
CAS	AH	205	None	An examination of patterns in world architecture and urbanism from pre-history to the twentieth century.   Lectures and discussions address questions of program, spatial composition, structure, technology,  iconography, and cultural context for the examples considered. Carries humanities divisional credit in CAS.  This course cannot be taken for credit in addition to the course with the same number that was previously  entitled "Architecture: An Introduction."
CAS	AH	210	None	Strengthens your ability to describe and analyze the visual world. From fundamentals such as color and composition to the design of advertisements, propaganda, and appliances. A lab component with frequent visits to the MFA and other Boston sites provides opportunities for direct engagement with objects, images, and the built environment.
CAS	AH	215	None	Exploration of a diversity of visual and performing arts from Africa, including ceramics, textiles, royal    regalia, masquerades, and contemporary painting. Examines how the dispersal of Africans, due to the    transatlantic slave trade and immigration, contributed to the cultural richness of the Americas. Also offered   as CAS AA 215. Carries humanities divisional credit in CAS.
CAS	AH	220	None	Examines key monuments of Islamic art and architecture within their historical and cultural context, and emphasizes the diversity within the visual cultures of the Islamic world. Carries humanities divisional credit in CAS.
CAS	AH	222	None	Introduction to the cities, monuments, and major art styles of the Aztec, the Maya, the Inca, and their predecessors in ancient Mesoamerica and the Andes from the first millennium BC to the sixteenth century.
CAS	AH	225	None	Surveys of the major artistic traditions of Asia. Important monuments are examined analytically in order to explain why certain forms and styles are characteristic of specific times and places, and how these monuments functioned in their cultural contexts. Carries humanities divisional credit in CAS.
CAS	AH	232	None	The technology, economy, social life, political organization, religions, art, and architecture of Egypt from   Predynastic times through the Hellenistic period, based on archaeological and historical sources. Emphasis   on the period of the pharaohs (ca. 3000-323 BCE). Carries humanities divisional credit in CAS. Also offered   as CAS AR 232.
CAS	AH	233	None	Greek architecture, painting, sculpture, and minor arts. Emphasis on developments in  Athens and on the creation of the classical style in art and architecture.
CAS	AH	234	None	Roman architecture, painting, sculpture, and minor arts.  Emphasis on developments in Rome, Pompeii, and Central Italy and on the political and social role of Roman art and architecture.
CAS	AH	240	None	European art and architecture from the Fall of Rome through High Gothic. Covers media including sculpture, textiles, stained glass, and precious metalwork. Monuments treated are Rome's great churches, the Book of Kells, the Bayeux Tapestry, and Chartres and Rheims cathedrals.
CAS	AH	242	None	Surveys Latin American art from the colonial period to the present and relates it to imperial, state,  institutional, and private agendas. Interrogates both notions of art within colonial/neo-colonial contexts  and changing roles of artists over the past half millennium.
CAS	AH	257	None	Survey of the arts in the Renaissance in Italy from the communes of the early fifteenth  century to the courts of the sixteenth century.
CAS	AH	284	None	Survey of American painting, architecture, sculpture, prints, and photography from the early settlement in 1630 to the present. Carries humanities divisional credit in CAS.
CAS	AH	287	None	Examines the major currents in nineteenth-century painting and sculpture, from David to  Rodin, in the context of nationalism, revolution, colonial expansion, and technological  growth. Emphasizes European developments: Neoclassicism, Romanticism, Realism,  Impressionism, and Symbolism.
CAS	AH	295	None	An introduction to the study of photographs. The history of the medium in Europe and America from its invention in 1839 to the present. After lectures on photographic theory and methodology, photographs are studied both as art objects and as historical artifacts.
CAS	AH	300	Undergraduate Prerequisites: junior art history major and admission to the Courtauld Program.	An introduction to some of the key philosophical theories, particularly aesthetic theories, that inform the history of art. Taught at the Courtauld Institute of Art, University of London.
CAS	AH	308	Undergraduate Prerequisites: enrollment in the Geneva Internship Program.	Development of the Swiss confederation, from the Roman period to the early twentieth century, through its arts and architecture. Major events in Swiss history and how they have shaped the environment of the country and its artistic heritage.
CAS	AH	313	None	Architecture, manuscripts, textiles, metalwork, and ceramics of the Mughal, Ottoman, and Safavid Empires. Focus on the formation of imperial styles, intersections between art and politics, and the importance of the arts in dynastic legitimization.
CAS	AH	314	None	Examines the art and architecture in Iran and Central Asia of the Ilkhanids and Timurids (thirteenth-sixteenth centuries), two of the most innovative and dynamic artistic traditions of the Islamic world, and heirs to the traditions of Genghis Khan's Mongol Empire.
CAS	AH	316	None	Study of the transmission of African artistry in the Caribbean, South America, and the  United States from the period of slavery to the present. Topics include Kongo and Yoruba  arts and their influence on the arts of Santería, Vodun, and carnival. Also offered as CAS AA 316.
CAS	AH	317	None	Cultural exchange between North and West Africa, and its impact on art and architecture from the medieval period to the present; the interaction between Islam and other modes of African religious practice and how this interaction influenced African aesthetic expression.
CAS	AH	319	Undergraduate Prerequisites: enrollment in the London Liberal Arts Programme.	Provides an overall picture of contemporary British arts and media (including commercial media). The arts  and media related to broad changes in British society.
CAS	AH	320	None	Provides a broad introduction to visual arts and design in modern Britain.  Through lectures and visits to museums, galleries, and dealers, examines the recent history of art and design, the London art market, and the British art establishment.
CAS	AH	323	None	Study of a region, theme, or period in Latin America art and architecture. May be repeated for credit as  topics change. Topic for Spring 2015: Art of Cuba Since the Nineteenth Century. Explores issues of race,  gender, class, nationalism, internationalism, exile, and revolution in Cuban arts.
CAS	AH	326	None	The arts of Japan, from prehistory to the twentieth century. Lectures intend to cover a broad range of  media (painting, sculpture, ceramics, prints) and building types (temples, palaces, castles, teahouses).  Special attention is paid to major projects integrating multiple forms.
CAS	AH	327	None	Introduction to the major tradition of Chinese art, from the Neolithic period to the present. Topics include bronzes, tomb sculpture, painting,calligraphy, ceramics, and gardens.
CAS	AH	328	None	An introduction to the major architects, buildings, theories, and critical issues of Japanese architecture from 1850 to the present. Focus on the development of new forms in response to interchanges with the West, new technologies, earthquakes, nationalism, international wars, and colonialism.
CAS	AH	331	None	Examines a critical formative stage in Greek art. Analyzes the rise of identifiable artists,  the relationship of art to epic, the evolution of the architectural orders, and the formation  of Greek style in monumental stone sculpture.
CAS	AH	345	None	Art and architecture of medieval Europe from the Early Christian Catacombs to the great Gothic cathedrals.   Topics include piety, the cult of relics, the Virgin, monasticism, and secular monuments such as medieval  European castles and the Bayeux Tapestry.
CAS	AH	349	Undergraduate Prerequisites: enrollment in the Padua Italian & European Studies Program.	Padua as a case study for Renaissance art: between two giants (Florence, Venice) and rooted in ancient  Roman origins. Critical analysis of works of the Padua and Veneto region, fourteenth--sixteenth  centuries; reflections in contemporary history and culture. Visits to museums, churches in Padua.
CAS	AH	352	None	A study of art and architecture in Renaissance Venice with focus on the "Myth of Venice," Byzantine heritage, introduction of the oil medium, Scuole, and the work of the Bellini, Giorgione, Titian, Palladio, Veronese, and Tintoretto.
CAS	AH	354	None	None
CAS	AH	356	None	Varying issues and periods of French art and architecture.
CAS	AH	359	None	The painting in countries north of the Alps (Netherlands, Flanders, Burgundy, France, Germany) from the fourteenth through the sixteenth centuries, studied in its historic, cultural, environmental, and artistic contexts. Architecture, sculpture, and graphics are included.
CAS	AH	361	None	Explores transformations in painting, sculpture, and architecture of the late sixteenth and seventeenth  centuries in Italy, Spain, and France. Major figures such as Caravaggio, Bernini, Poussin, and Velázquez are  examined from a variety of perspectives.
CAS	AH	364	Undergraduate Prerequisites:  enrollment in the Madrid Spanish & European Studies Program.	Survey of architecture, sculpture, and painting in Madrid, and how these fit within the broader frame of  European styles and historical context, 1561 to the present. Key theories in art history are introduced,  giving students a broader perspective on critical approaches to art.
CAS	AH	365	None	An exploration of the rich artistic tradition of the northern and southern Netherlands from the late  sixteenth through the seventeenth centuries. Coordinated in part with the MFA exhibition, "Class  Distinctions: Dutch Painting in the Age of Rembrandt and Vermeer."
CAS	AH	367	None	Introduction to the theory and practice of the interdisciplinary study of material culture, which includes everything we make and use, from food and clothing to art and buildings. Topic for Fall 2013: American Folk Art. Course will explore the range of objects, created from the seventeenth century to the present, known as American Folk Art. Also offered as CAS AM 367.
CAS	AH	368	None	The culminating educational experience for the elite of Enlightenment Europe took the form of an   extended trip to Italy, "The Grand Tour." This course recreates the itinerary of the Tour and analyzes its   impact on art, architecture, collecting, and connoisseurship.
CAS	AH	374	None	Examines the complexity of Australian artistic life and cultural tradition over the past two centuries. Considers both Aboriginal and non-Aboriginal art, with particular focus on different media and art forms.
CAS	AH	376	None	What do dwellings say about the diversity of American experience? For over four centuries and across a  continent, wealth and poverty, family and community, taste and technology have all shaped the meaning of  home. Illustrated lecturers supplemented by field trips. Also offered as CAS AM 376.
CAS	AH	377	None	Survey of furniture and related arts-painting, architecture, and silver-with an emphasis on aesthetics and quality, sources, style changes, regional differences, materials, and construction.
CAS	AH	379	None	Explores the visual arts of painting, sculpture, photography, and popular media, through their interplay  with persistent political and social questions that defined nineteenth-century America and continue to  shape life in the twenty-first century. Themes include heroes, citizenship, war, imperialism,  cosmopolitanism, consumerism.
CAS	AH	380	None	In-depth exploration of art in the age of revolution, nationalism, colonial expansion, and   religious revival. Development of new attitudes toward history, nature, and the   imagination in the work of Friedrich, Goya, Delacroix, Gericault, Ingres, Turner,   Constable, Blake, and others.
CAS	AH	381	None	Explores the evolution of urban form in London from the walled town of the Middle Ages to the modern city, discussing town planning and architecture in relation to urban, economic, and cultural history, and to the other arts.
CAS	AH	382	None	Survey of European and American architecture from 1750 to 1910. Explores issues in architecture, landscape architecture and city planning, and examines style, technology, and architectural theory.
CAS	AH	383	Undergraduate Prerequisites: enrollment in the London and Paris Art & Architecture program.	Traces the development of Parisian architecture and urbanism, from the Roman era to the present,  focusing on the nineteenth and twentieth centuries and emphasizing dynamic relationships among  architecture, urban development, and socio-political history.
CAS	AH	386	None	Realist and avant-garde movements of the twentieth century, including New York dada, early abstraction, regionalism, art and politics during the depression years, abstract expressionism, pop art and minimal art, performance art, feminist art, and recent developments in postmodernism.
CAS	AH	388	None	A survey of painting in Britain from the Reformation to 1914. Emphasis on the cultural context of art in the eighteenth and nineteenth centuries. The development of portraiture, landscape, genre, and history painting is discussed.
CAS	AH	389	None	Impressionism, its sources, and its aftermath: from the painting of modem life and leisure by Manet,   Monet, Morisot, Renoir, and Degas to the evocation of spirituality, pain, and desire in the work of Van   Gogh, Gauguin, Rodin, and Munch.
CAS	AH	391	None	A study of the key tendencies in European art between the 1880s and World War II. The work of van Gogh, Picasso, Matisse, Dalí, and their contemporaries is examined in relation to major issues in European culture and politics.
CAS	AH	392	None	An exploration of the major currents in European and American art between 1940 and 1980. Examines abstract expressionism, pop art, minimalism, earthworks, and conceptual art in relation to major issues in postwar culture, politics, and art criticism.
CAS	AH	393	None	Explores the terms of debate, key figures, and primary sites for the production and reception of contemporary art on a global scale since 1980. Painting, installation art, new media, performance, art criticism, and curatorial practice are discussed.
CAS	AH	398	None	This course provides an introduction to the major developments in architecture and urban planning from  ca. 1900 to the present. It traces the proliferation of modernist thought through key projects but also to  everyday buildings and landscapes.
CAS	AH	399	None	Explores man's relationship with nature by a study of selected built environments from antiquity to the present. Focus on both the private garden and the public park--here considered as works of art--and their changing forms, meaning, and interpretations.
CAS	AH	428	Undergraduate Prerequisites: CAS AH 111 and CAS AH 112; and two courses at the 200 level or higher, or consent of the instructor.	The development of the central aesthetic concepts and visual traditions of the Islamic world are    considered through a variety of time periods, media, or themes. Topic for Spring 2013: Painting and  Calligraphy in Islam. Examines the manuscript traditions of the Islamic world, with particular attention to  painting and calligraphy. Books and albums are considered within the genres of religious, historical, and  literary manuscripts. Consideration of the Persian epic Shahnama, glittering Qurans, and royal albums.
CAS	AH	430	Undergraduate Prerequisites: junior art history major and admission to the Courtauld Program.	An in-depth study of selected topics in the history of Greek and Roman art. Topics change annually. Taught at the Courtauld Institute of Art, University of London. [Topic for 2007/2008: Looking for the Ancient Artist.]
CAS	AH	438	None	An in-depth study of Pompeii and the other towns buried by Mount Vesuvius. All aspects of the Vesuvian  cities are examined, including urban planning and public architecture, private domestic and funerary  architecture, mural painting, mosaics, and sculpture. Also offered as CAS AR 438.
CAS	AH	440	Undergraduate Prerequisites: junior art history major and admission to the Courtauld Program.	An in-depth study of selected topics in the history of late antique and medieval art. Topics change annually. Taught at the Courtauld Institute of Art, University of London. [Topics for 2007/2008: Decline and Fall? Transformation in Late Antiquity; Cathedrals in Context: Religion and the Great Church in England 1170-1350.]
CAS	AH	444	Undergraduate Prerequisites: CAS AH 111 and CAS AH 112; and two courses at the 200 level or higher, or consent of the instructor.	In-depth examination of varying topics in the study of Medieval Art. Topic for Fall 2015: The Rebirth of  Sculpture in Europe 1000-1250. Monumental architectural sculpture ceased to be produced after the Fall  of Rome. This seminar examines prohibitions against carved imagery and the rebirth of sculpture around  the year 1000. Focus on the invention and development of the grand church entrance.
CAS	AH	450	Undergraduate Prerequisites: junior art history major and admission to the Courtauld Program.	An in-depth study of selected topics in the history of Renaissance art. Topics change annually. Taught at the Courtauld Institute of Art, University of London. [Topic for 2007/2008: Art in Venice c. 1420-1510.]
CAS	AH	460	Undergraduate Prerequisites: junior art history major and admission to the Courtauld Program.	An in-depth study of selected topics in the history of seventeenth- and eighteenth-century art. Topics change annually. Taught at the Courtauld Institute of Art, University of London. [Topic for 2007/2008: Seventeenth-Century Art in Italy, Spain, and France.]
CAS	AH	462	Undergraduate Prerequisites: CAS AH 111 and CAS AH 112; and two courses at the 200 level or higher, or consent of the instructor.	Topic for Spring 2015: Global Baroque: Art and Power in the Seventeenth Century. Investigates the  interaction between art and structures of power in seventeenth-century Europe, with particular attention to  the global dimensions of this phenomenon. Focus on Rubens, Rembrandt, and Velázquez; also other forms  of cultural production that circulated through global trading networks.
CAS	AH	482	Undergraduate Prerequisites: CAS AH 111 and CAS AH 112; and two courses at the 200 levelor higher; or consent of the instructor.	Topic for Fall 2013: Romanticism. An exploration of the art of Goya, Blake, Friedrich, Géricault, Delacroix,  and others, who created enduring works of the imagination in an era of revolution, nationalism, and  religious revival. Includes discussion of weekly readings, an oral report, and a final paper.
